species
"Abditibacterium utsteinense"
"Aliishimia ponticola"
"Aliivibrio finisterrensis"
"Aliivibrio fischeri"
"Aliivibrio logei"
"Aliivibrio salmonicida"
"Aliivibrio sifiae"
"Aliivibrio wodanis"
"Alishewanella aestuarii"
"Alishewanella agri"
"Alishewanella fetalis"
"Alishewanella jeotgali"
"Alishewanella tabrizica"
"Alistipes communis"
"Alistipes dispar"
"Alistipes finegoldii"
"Alistipes ihumii"
"Alistipes indistinctus"
"Alistipes inops"
"Alistipes obesi"
"Alistipes onderdonkii"
"Alistipes onderdonkii subsp. onderdonkii"
"Alistipes onderdonkii subsp. vulgaris"
"Alistipes putredinis"
"Alistipes senegalensis"
"Alistipes shahii"
"Alistipes sp."
"Alistipes timonensis"
"Alkalibacillus aidingensis"
"Alkalibacillus almallahensis"
"Alkalibacillus filiformis"
"Alkalibacillus flavidus"
"Alkalibacillus haloalkaliphilus"
"Alkalibacillus halophilus"
"Alkalibacillus salilacus"
"Alkalibacillus silvisoli"
"Alkalibacter saccharofermentans"
"Alkalibacterium gilvum"
"Alkalibacterium iburiense"
"Alkalibacterium indicireducens"
"Alkalibacterium kapii"
"Alkalibacterium olivapovliticus"
"Alkalibacterium pelagium"
"Alkalibacterium psychrotolerans"
"Alkalibacterium putridalgicola"
"Alkalibacterium subtropicum"
"Alkalibacterium thalassium"
"Alkalibaculum bacchi"
"Alkalicella caledoniensis"
"Alkalicoccus chagannorensis"
"Alkalicoccus daliensis"
"Alkalicoccus halolimnae"
"Alkalicoccus saliphilus"
"Alkalicoccus urumqiensis"
"Alkaliflexus imshenetskii"
"Alkalihalobacillus akibai"
"Alkalihalobacillus alcalophilus"
"Alkalihalobacillus algicola"
"Alkalihalobacillus alkalilacus"
"Alkalihalobacillus alkalinitrilicus"
"Alkalihalobacillus alkalisediminis"
"Alkalihalobacillus bogoriensis"
"Alkalihalobacillus caeni"
"Alkalihalobacillus clausii"
"Alkalihalobacillus decolorationis"
"Alkalihalobacillus gibsonii"
"Alkalihalobacillus halodurans"
"Alkalihalobacillus hemicellulosilyticus"
"Alkalihalobacillus hemicentroti"
"Alkalihalobacillus hunanensis"
"Alkalihalobacillus hwajinpoensis"
"Alkalihalobacillus kiskunsagensis"
"Alkalihalobacillus krulwichiae"
"Alkalihalobacillus ligniniphilus"
"Alkalihalobacillus lindianensis"
"Alkalihalobacillus lonarensis"
"Alkalihalobacillus macyae"
"Alkalihalobacillus marmarensis"
"Alkalihalobacillus miscanthi"
"Alkalihalobacillus murimartini"
"Alkalihalobacillus nanhaiisediminis"
"Alkalihalobacillus oceani"
"Alkalihalobacillus okhensis"
"Alkalihalobacillus okuhidensis"
"Alkalihalobacillus oshimensis"
"Alkalihalobacillus patagoniensis"
"Alkalihalobacillus pseudofirmus"
"Alkalihalobacillus shacheensis"
"Alkalihalobacillus trypoxylicola"
"Alkalihalobacillus urbisdiaboli"
"Alkalihalobacillus wakoensis"
"Alkalihalobacillus xiaoxiensis"
"Alkalilactibacillus ikkensis"
"Alkalilacustris brevis"
"Alkalilimnicola ehrlichii"
"Alkalilimnicola halodurans"
"Alkalilimnicola sp."
"Alkalimonas amylolytica"
"Alkalimonas collagenimarina"
"Alkalimonas delamerensis"
"Alkaliphilus crotonatoxidans"
"Alkaliphilus halophilus"
"Alkaliphilus hydrothermalis"
"Alkaliphilus namsaraevii"
"Alkaliphilus oremlandii"
"Alkaliphilus peptidifermentans"
"Alkaliphilus pronyensis"
"Alkaliphilus serpentinus"
"Alkaliphilus transvaalensis"
"Alkalispirillum mobile"
"Alkalispirochaeta alkalica"
"Alkalispirochaeta americana"
"Alkalispirochaeta cellulosivorans"
"Alkalispirochaeta sphaeroplastigenens"
"Alkalitalea saponilacus"
"Alkanibacter difficilis"
"Alkanindiges hongkongensis"
"Alkanindiges illinoisensis"
"Allgaiera indica"
"Allisonella histaminiformans"
"Allobacillus halotolerans"
"Allobaculum stercoricanis"
"Allobranchiibius huperziae"
"Allocatelliglobosispora scoriae"
"Allochromatium humboldtianum"
"Allochromatium minutissimum"
"Allochromatium palmeri"
"Allochromatium phaeobacterium"
"Allochromatium renukae"
"Allochromatium sp."
"Allochromatium vinosum"
"Allochromatium warmingii"
"Allofrancisella frigidaquae"
"Allofrancisella guangzhouensis"
"Allofrancisella inopinata"
"Allofustis seminis"
"Allohahella antarctica"
"Allohahella marinimesophila"
"Allohumibacter endophyticus"
"Alloiococcus otitis"
"Allokutzneria albata"
"Allokutzneria multivorans"
"Allonocardiopsis opalescens"
"Alloprevotella rava"
"Alloprevotella tannerae"
"Allorhizobium borbori"
"Allorhizobium oryzae"
"Allorhizobium oryziradicis"
"Allorhizobium pseudoryzae"
"Allorhizobium taibaishanense"
"Allorhizobium terrae"
"Allorhizobium undicola"
"Allorhizobium vitis"
"Allorhizocola rhizosphaerae"
"Allosaccharopolyspora coralli"
"Allosalinactinospora lopnorensis"
"Alloscardovia criceti"
"Alloscardovia macacae"
"Alloscardovia omnicolens"
"Alloscardovia theropitheci"
"Alloscardovia venturai"
"Allosediminivita pacifica"
"Allosphingosinicella indica"
"Allosphingosinicella vermicomposti"
"Allostreptomyces psammosilenae"
"Alpinimonas psychrophila"
"Alsobacter soli"
"Alteraurantiacibacter aestuarii"
"Alteraurantiacibacter aquimixticola"
"Alteraurantiacibacter buctensis"
"Altererythrobacter epoxidivorans"
"Altererythrobacter fulvus"
"Altererythrobacter insulae"
"Altererythrobacter lauratis"
"Altererythrobacter palmitatis"
"Altererythrobacter sp."
"Altererythrobacter terrae"
"Alteribacillus alkaliphilus"
"Alteribacillus bidgolensis"
"Alteribacillus iranensis"
"Alteribacillus persepolensis"
"Alteribacter aurantiacus"
"Alteribacter natronophilus"
"Alteribacter populi"
"Altericroceibacterium endophyticum"
"Altericroceibacterium indicum"
"Altericroceibacterium xinjiangense"
"Alteripontixanthobacter maritimus"
"Alteriqipengyuania halimionae"
"Alterococcus agarolyticus"
"Alteromonas addita"
"Alteromonas aestuariivivens"
"Alteromonas alterisediminis"
"Alteromonas alvinellae"
"Alteromonas australica"
"Alteromonas chungwhensis"
"Alteromonas fortis"
"Alteromonas genovensis"
"Alteromonas hispanica"
"Alteromonas lipolytica"
"Alteromonas litorea"
"Alteromonas lutimaris"
"Alteromonas macleodii"
"Alteromonas marina"
"Alteromonas mediterranea"
"Alteromonas naphthalenivorans"
"Alteromonas nigrifaciens"
"Alteromonas oceani"
"Alteromonas pelagimontana"
"Alteromonas portus"
"Alteromonas profundi"
"Alteromonas sediminis"
"Alteromonas simiduii"
"Alteromonas sp."
"Alteromonas stellipolaris"
"Alteromonas tagae"
"Altuibacter lentus"
"Alysiella crassa"
"Alysiella filiformis"
"Amantichitinum ursilacus"
"Amaricoccus kaplicensis"
"Amaricoccus macauensis"
"Amaricoccus solimangrovi"
"Amaricoccus sp."
"Amaricoccus tamworthensis"
"Amaricoccus veronensis"
"Amedibacillus dolichus"
"Amedibacterium intestinale"
"Aminicella lysinilytica"
"Aminiphilus circumscriptus"
"Aminipila butyrica"
"Aminivibrio pyruvatiphilus"
"Aminobacter aganoensis"
"Aminobacter aminovorans"
"Aminobacter carboxidus"
"Aminobacter ciceronei"
"Aminobacter lissarensis"
"Aminobacter niigataensis"
"Aminobacter sp."
"Aminobacterium colombiense"
"Aminobacterium mobile"
"Aminobacterium thunnarium"
"Aminomonas paucivorans"
"Ammonifex degensii"
"Ammonifex thiophilus"
"Ammoniphilus oxalaticus"
"Ammoniphilus oxalivorans"
"Ammoniphilus resinae"
"Amnibacterium endophyticum"
"Amnibacterium flavum"
"Amnibacterium kyonggiense"
"Amnibacterium setariae"
"Amnibacterium soli"
"Amnimonas aquatica"
"Amoebinatus massiliensis"
"Amorphus coralli"
"Amorphus orientalis"
"Amorphus suaedae"
"Amphibacillus cookii"
"Amphibacillus iburiensis"
"Amphibacillus indicireducens"
"Amphibacillus jilinensis"
"Amphibacillus marinus"
"Amphibacillus sediminis"
"Amphibacillus tropicus"
"Amphibacillus xylanus"
"Amphiplicatus metriothermophilus"
"Amphritea atlantica"
"Amphritea balenae"
"Amphritea japonica"
"Amphritea opalescens"
"Amphritea spongicola"
"Ampullariella cylindrica"
"Ampullariella pilifera"
"Ampullimonas aquatilis"
"Amycolatopsis acidiphila"
"Amycolatopsis alba"
"Amycolatopsis albidiflava"
"Amycolatopsis albispora"
"Amycolatopsis antarctica"
"Amycolatopsis arida"
"Amycolatopsis australiensis"
"Amycolatopsis azurea"
"Amycolatopsis balhimycina"
"Amycolatopsis bartoniae"
"Amycolatopsis benzoatilytica"
"Amycolatopsis bullii"
"Amycolatopsis cappadoca"
"Amycolatopsis cihanbeyliensis"
"Amycolatopsis circi"
"Amycolatopsis coloradensis"
"Amycolatopsis decaplanina"
"Amycolatopsis deserti"
"Amycolatopsis dongchuanensis"
"Amycolatopsis eburnea"
"Amycolatopsis echigonensis"
"Amycolatopsis endophytica"
"Amycolatopsis equina"
"Amycolatopsis flava"
"Amycolatopsis granulosa"
"Amycolatopsis halotolerans"
"Amycolatopsis helveola"
"Amycolatopsis hippodromi"
"Amycolatopsis japonica"
"Amycolatopsis jejuensis"
"Amycolatopsis jiangsuensis"
"Amycolatopsis jiguanensis"
"Amycolatopsis kentuckyensis"
"Amycolatopsis keratiniphila"
"Amycolatopsis lexingtonensis"
"Amycolatopsis lurida"
"Amycolatopsis magusensis"
"Amycolatopsis marina"
"Amycolatopsis methanolica"
"Amycolatopsis minnesotensis"
"Amycolatopsis nigrescens"
"Amycolatopsis niigatensis"
"Amycolatopsis nivea"
"Amycolatopsis oliviviridis"
"Amycolatopsis orientalis"
"Amycolatopsis palatopharyngis"
"Amycolatopsis panacis"
"Amycolatopsis plumensis"
"Amycolatopsis pretoriensis"
"Amycolatopsis regifaucium"
"Amycolatopsis rhizosphaerae"
"Amycolatopsis rifamycinica"
"Amycolatopsis roodepoortensis"
"Amycolatopsis ruanii"
"Amycolatopsis rubida"
"Amycolatopsis saalfeldensis"
"Amycolatopsis sacchari"
"Amycolatopsis samaneae"
"Amycolatopsis silviterrae"
"Amycolatopsis sp."
"Amycolatopsis speibonae"
"Amycolatopsis stemonae"
"Amycolatopsis suaedae"
"Amycolatopsis sulphurea"
"Amycolatopsis taiwanensis"
"Amycolatopsis thailandensis"
"Amycolatopsis thermalba"
"Amycolatopsis thermoflava"
"Amycolatopsis thermophila"
"Amycolatopsis tolypomycina"
"Amycolatopsis tucumanensis"
"Amycolatopsis ultiminotia"
"Amycolatopsis umgeniensis"
"Amycolatopsis vancoresmycina"
"Amycolatopsis viridis"
"Amycolatopsis xuchangensis"
"Amycolatopsis xylanica"
"Amylibacter cionae"
"Amylibacter kogurei"
"Amylibacter lutimaris"
"Amylibacter sp."
"Amylibacter ulvae"
"Amylolactobacillus amylophilus"
"Amylolactobacillus amylotrophicus"
"Anabaena sp."
"Anaeroarcus burkinensis"
"Anaerobacillus alkalidiazotrophicus"
"Anaerobacillus alkalilacustris"
"Anaerobacillus alkaliphilus"
"Anaerobacillus isosaccharinicus"
"Anaerobacterium chartisolvens"
"Anaerobiospirillum succiniciproducens"
"Anaerobiospirillum thomasii"
"Anaerobium acetethylicum"
"Anaerobranca californiensis"
"Anaerobranca gottschalkii"
"Anaerobranca horikoshii"
"Anaerobranca zavarzinii"
"Anaerobutyricum hallii"
"Anaerobutyricum soehngenii"
"Anaerocella delicata"
"Anaerococcus degeneri"
"Anaerococcus hydrogenalis"
"Anaerococcus jeddahensis"
"Anaerococcus lactolyticus"
"Anaerococcus mediterraneensis"
"Anaerococcus murdochii"
"Anaerococcus nagyae"
"Anaerococcus octavius"
"Anaerococcus pacaensis"
"Anaerococcus porci"
"Anaerococcus prevotii"
"Anaerococcus provencensis"
"Anaerococcus rubeinfantis"
"Anaerococcus senegalensis"
"Anaerococcus sp."
"Anaerococcus tetradius"
"Anaerococcus vaginalis"
"Anaerocolumna aminovalerica"
"Anaerocolumna cellulosilytica"
"Anaerocolumna jejuensis"
"Anaerocolumna sedimenticola"
"Anaerocolumna xylanovorans"
"Anaerofilum agile"
"Anaerofilum pentosovorans"
"Anaerofustis stercorihominis"
"Anaeroglobus geminatus"
"Anaerohalosphaera lusitana"
"Anaerolinea thermolimosa"
"Anaerolinea thermophila"
"Anaeromassilibacillus senegalensis"
"Anaeromassilibacillus sp."
"Anaeromicrobium sediminis"
"Anaeromusa acidaminophila"
"Anaeromyxobacter dehalogenans"
"Anaerophaga sp."
"Anaerophaga thermohalophila"
"Anaerophilus nitritogenes"
"Anaerosacchariphilus polymeriproducens"
"Anaerosalibacter bizertensis"
"Anaerosalibacter massiliensis"
"Anaerosalibacter sp."
"Anaerosinus glycerini"
"Anaerosolibacter carboniphilus"
"Anaerosphaera aminiphila"
"Anaerosphaera multitolerans"
"Anaerospora hongkongensis"
"Anaerosporobacter mobilis"
"Anaerosporomusa subterranea"
"Anaerostipes butyraticus"
"Anaerostipes caccae"
"Anaerostipes hadrus"
"Anaerostipes rhamnosivorans"
"Anaerostipes sp."
"Anaerotaenia torta"
"Anaerotignum aminivorans"
"Anaerotignum faecicola"
"Anaerotignum lactatifermentans"
"Anaerotignum neopropionicum"
"Anaerotignum propionicum"
"Anaerotruncus colihominis"
"Anaerotruncus massiliensis"
"Anaerovibrio lipolyticus"
"Anaerovibrio slackiae"
"Anaerovirgula multivorans"
"Anaerovorax odorimutans"
"Ancalomicrobium adetum"
"Ancylobacter aquaticus"
"Ancylobacter defluvii"
"Ancylobacter dichloromethanicus"
"Ancylobacter lacus"
"Ancylobacter oerskovii"
"Ancylobacter plantiphilus"
"Ancylobacter polymorphus"
"Ancylobacter pratisalsi"
"Ancylobacter rudongensis"
"Ancylobacter sonchi"
"Ancylobacter sp."
"Ancylobacter vacuolatus"
"Ancylomarina salipaludis"
"Ancylomarina subtilis"
"Anderseniella baltica"
"Andreesenia angusta"
"Andreprevotia chitinilytica"
"Andreprevotia lacus"
"Aneurinibacillus danicus"
"Aneurinibacillus humi"
"Aneurinibacillus migulanus"
"Aneurinibacillus sediminis"
"Aneurinibacillus terranovensis"
"Aneurinibacillus thermoaerophilus"
"Angulomicrobium amanitiforme"
"Angulomicrobium sp."
"Angulomicrobium tetraedrale"
"Angustibacter aerolatus"
"Angustibacter luteus"
"Angustibacter peucedani"
"Angustibacter sp."
"Angustibacter speluncae"
"Annwoodia aquaesulis"
"Anoxybacillus amylolyticus"
"Anoxybacillus bogrovensis"
"Anoxybacillus caldiproteolyticus"
"Anoxybacillus calidus"
"Anoxybacillus contaminans"
"Anoxybacillus eryuanensis"
"Anoxybacillus flavithermus"
"Anoxybacillus flavithermus subsp. flavithermus"
"Anoxybacillus flavithermus subsp. yunnanensis"
"Anoxybacillus geothermalis"
"Anoxybacillus kamchatkensis"
"Anoxybacillus kamchatkensis subsp. asaccharedens"
"Anoxybacillus kaynarcensis"
"Anoxybacillus mongoliensis"
"Anoxybacillus pushchinoensis"
"Anoxybacillus rupiensis"
"Anoxybacillus salavatliensis"
"Anoxybacillus sediminis"
"Anoxybacillus sp."
"Anoxybacillus tengchongensis"
"Anoxybacillus tepidamans"
"Anoxybacillus thermarum"
"Anoxybacillus vitaminiphilus"
"Anoxybacillus voinovskiensis"
"Anoxybacter fermentans"
"Anoxynatronum buryatiense"
"Anoxynatronum sibiricum"
"Anseongella ginsenosidimutans"
"Antarcticibacterium arcticum"
"Antarcticibacterium flavum"
"Antarcticimicrobium luteum"
"Antarctobacter heliothermus"
"Antarctobacter jejuensis"
"Antribacter gilvus"
"Antricoccus suffuscus"
"Antrihabitans stalactiti"
"Aphanizomenon sp."
"Apibacter adventoris"
"Apibacter mensalis"
"Apibacter muscae"
"Apibacter raozihei"
"Apilactobacillus apinorum"
"Apilactobacillus kunkeei"
"Apilactobacillus micheneri"
"Apilactobacillus ozensis"
"Apilactobacillus quenuiae"
"Apilactobacillus timberlakei"
"Aquabacter cavernae"
"Aquabacter spiritensis"
"Aquabacterium citratiphilum"
"Aquabacterium commune"
"Aquabacterium fontiphilum"
"Aquabacterium limnoticum"
"Aquabacterium olei"
"Aquabacterium parvum"
"Aquabacterium pictum"
"Aquabacterium sp."
"Aquamicrobium aerolatum"
"Aquamicrobium aestuarii"
"Aquamicrobium ahrensii"
"Aquamicrobium defluvii"
"Aquamicrobium lusatiense"
"Aquamicrobium segne"
"Aquamicrobium terrae"
"Aquaspirillum arcticum"
"Aquaspirillum dispar"
"Aquaspirillum polymorphum"
"Aquaspirillum putridiconchylium"
"Aquaspirillum serpens"
"Aquaspirillum soli"
"Aquaspirillum sp."
"Aquaticitalea lipolytica"
"Aquibacillus albus"
"Aquibacillus koreensis"
"Aquibacillus salifodinae"
"Aquibacillus sediminis"
"Aquibacter zeaxanthinifaciens"
"Aquicella lusitana"
"Aquicella siphonis"
"Aquicoccus porphyridii"
"Aquidulcibacter paucihalophilus"
"Aquifex pyrophilus"
"Aquifex sp."
"Aquiflexum aquatile"
"Aquiflexum balticum"
"Aquihabitans daechungensis"
"Aquiluna borgnonia"
"Aquimarina addita"
"Aquimarina agarilytica"
"Aquimarina aggregata"
"Aquimarina algiphila"
"Aquimarina amphilecti"
"Aquimarina brevivitae"
"Aquimarina celericrescens"
"Aquimarina gracilis"
"Aquimarina hainanensis"
"Aquimarina intermedia"
"Aquimarina latercula"
"Aquimarina litoralis"
"Aquimarina longa"
"Aquimarina macrocephali"
"Aquimarina megaterium"
"Aquimarina muelleri"
"Aquimarina mytili"
"Aquimarina pacifica"
"Aquimarina rubra"
"Aquimarina seongsanensis"
"Aquimarina sp."
"Aquimarina spongiae"
"Aquimarina spongiicola"
"Aquimarina versatilis"
"Aquimonas voraii"
"Aquincola rivuli"
"Aquincola tertiaricarbonis"
"Aquipuribacter hungaricus"
"Aquipuribacter nitratireducens"
"Aquirufa antheringensis"
"Aquirufa nivalisilvae"
"Aquisalibacillus elongatus"
"Aquisalimonas asiatica"
"Aquisalimonas halophila"
"Aquisalinus flavus"
"Aquisalinus luteolus"
"Aquisediminimonas profunda"
"Aquisediminimonas sediminicola"
"Aquisphaera giovannonii"
"Aquitalea denitrificans"
"Aquitalea magnusonii"
"Aquitalea pelogenes"
"Aquitalea sp."
"Arachidicoccus ginsenosidivorans"
"Arachnia propionica"
"Arachnia rubra"
"Arboricoccus pini"
"Arcanobacterium bovis"
"Arcanobacterium canis"
"Arcanobacterium haemolyticum"
"Arcanobacterium hippocoleae"
"Arcanobacterium phocae"
"Arcanobacterium phocisimile"
"Arcanobacterium pinnipediorum"
"Arcanobacterium pluranimalium"
"Arcanobacterium sp."
"Arcanobacterium wilhelmae"
"Archaeoglobus fulgidus"
"Archaeoglobus infectus"
"Archaeoglobus profundus"
"Archaeoglobus sulfaticallidus"
"Archaeoglobus veneficus"
"Archangium disciforme"
"Archangium gephyra"
"Archangium minus"
"Archangium sp."
"Archangium violaceum"
"Arcicella aquatica"
"Arcicella aurantiaca"
"Arcicella rigui"
"Arcicella rosea"
"Arcobacter anaerophilus"
"Arcobacter antarcticus"
"Arcobacter aquimarinus"
"Arcobacter butzleri"
"Arcobacter cibarius"
"Arcobacter cryaerophilus"
"Arcobacter defluvii"
"Arcobacter faecis"
"Arcobacter lanthieri"
"Arcobacter lekithochrous"
"Arcobacter nitrofigilis"
"Arcobacter parvus"
"Arcobacter porcinus"
"Arcobacter skirrowii"
"Arcobacter thereius"
"Arcobacter trophiarum"
"Arcticibacter eurypsychrophilus"
"Arcticibacter sp."
"Arcticibacter svalbardensis"
"Arcticibacter tournemirensis"
"Arcticibacterium luteifluviistationis"
"Arcticiflavibacter luteus"
"Ardenticatena maritima"
"Arenibacter algicola"
"Arenibacter antarcticus"
"Arenibacter catalasegens"
"Arenibacter certesii"
"Arenibacter echinorum"
"Arenibacter hampyeongensis"
"Arenibacter lacus"
"Arenibacter latericius"
"Arenibacter nanhaiticus"
"Arenibacter palladensis"
"Arenibacter troitsensis"
"Arenicella chitinivorans"
"Arenicella xantha"
"Arenimicrobium luteum"
"Arenimonas aestuarii"
"Arenimonas alkanexedens"
"Arenimonas caeni"
"Arenimonas composti"
"Arenimonas daechungensis"
"Arenimonas daejeonensis"
"Arenimonas donghaensis"
"Arenimonas halophila"
"Arenimonas malthae"
"Arenimonas maotaiensis"
"Arenimonas metalli"
"Arenimonas oryziterrae"
"Arenimonas soli"
"Arenimonas sp."
"Arenimonas subflava"
"Arenimonas taoyuanensis"
"Arenimonas terrae"
"Arenitalea lutea"
"Arenivirga flava"
"Arhodomonas aquaeolei"
"Arhodomonas recens"
"Aridibacter famidurans"
"Aridibacter kavangonensis"
"Aridibacter nitratireducens"
"Armatimonas rosea"
"Aromatoleum anaerobium"
"Aromatoleum aromaticum"
"Aromatoleum bremense"
"Aromatoleum buckelii"
"Aromatoleum diolicum"
"Aromatoleum evansii"
"Aromatoleum petrolei"
"Aromatoleum pumilum"
"Aromatoleum tolulyticum"
"Aromatoleum toluolicum"
"Aromatoleum toluvorans"
"Arsenicicoccus bolidensis"
"Arsenicicoccus dermatophilus"
"Arsenicicoccus piscis"
"Arsenicitalea aurantiaca"
"Arsenophonus nasoniae"
"Arsukibacterium ikkense"
"Arthrobacter agilis"
"Arthrobacter alkaliphilus"
"Arthrobacter alpinus"
"Arthrobacter bambusae"
"Arthrobacter bussei"
"Arthrobacter castelli"
"Arthrobacter celericrescens"
"Arthrobacter citreus"
"Arthrobacter crusticola"
"Arthrobacter crygenae"
"Arthrobacter cryoconiti"
"Arthrobacter crystallopoietes"
"Arthrobacter cupressi"
"Arthrobacter deserti"
"Arthrobacter dextranlyticum"
"Arthrobacter echini"
"Arthrobacter flavus"
"Arthrobacter gandavensis"
"Arthrobacter ginkgonis"
"Arthrobacter ginsengisoli"
"Arthrobacter globiformis"
"Arthrobacter gyeryongensis"
"Arthrobacter halodurans"
"Arthrobacter humicola"
"Arthrobacter koreensis"
"Arthrobacter liuii"
"Arthrobacter livingstonensis"
"Arthrobacter luteolus"
"Arthrobacter methylotrophus"
"Arthrobacter mobilis"
"Arthrobacter monumenti"
"Arthrobacter nanjingensis"
"Arthrobacter nitrophenolicus"
"Arthrobacter oryzae"
"Arthrobacter paludis"
"Arthrobacter parietis"
"Arthrobacter pascens"
"Arthrobacter pigmenti"
"Arthrobacter pityocampae"
"Arthrobacter psychrochitiniphilus"
"Arthrobacter psychrolactophilus"
